ngram_range;min_df;norm;sublinear_tf;penalty;C;intercept_scaling;class_weight;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;mean_fit_time;rank_test_score
(1, 3);5;l2;False;l1;1.0;100.0;None;0.7170323417883147;0.7126155634265628;0.7145612704994514;0.7163863536701285;0.7136891970335941;0.7148569452836103;2.3759304523468017;24
(1, 1);3;l2;False;l1;1.0;100.0;None;0.6594228967578549;0.6726009768704727;0.6661634617470255;0.6654819591890183;0.6708761909383428;0.6669090971005428;1.6543113231658935;106
(1, 1);3;l1;False;l2;0.1;100.0;balanced;0.6268848188021096;0.6384181070136346;0.636721965275532;0.6370968443794701;0.6342250107413515;0.6346693492424196;0.1978689193725586;145
(1, 3);5;l2;False;l1;0.1;100.0;balanced;0.6670574872092314;0.6675577670649684;0.6722242507463931;0.6725359598289236;0.6665063693945883;0.669176366848821;0.4659599304199219;98
(1, 3);3;l1;False;l2;1.0;0.1;balanced;0.7022059145111518;0.7187598433733052;0.7076372674752955;0.7049885886041652;0.7041771701206548;0.7075537568169146;0.5136356830596924;36
(1, 2);5;l1;True;l1;1.0;100.0;None;0.7057894446289593;0.715303023139063;0.7047630753305395;0.711916227605295;0.6969416576579179;0.7069426856723549;0.6174026489257812;38
(1, 2);3;l2;True;l2;1.0;10.0;None;0.6849793797396996;0.7015672701223086;0.6857074984829851;0.6994333491932817;0.6943574164897109;0.6932089828055972;0.4965695858001709;57
(1, 2);1;l1;False;l2;1.0;100.0;balanced;0.6630716931932739;0.6846048075132938;0.6627333523243247;0.6550634521824803;0.6564689064413626;0.664388442330947;0.697185754776001;109
(1, 1);5;l1;False;l1;1.0;0.1;balanced;0.6668344308509032;0.6876887714016161;0.6736109373315362;0.6864713958447697;0.6789897343692107;0.6787190539596073;0.6520562648773194;83
(1, 1);5;l1;True;l1;1.0;0.1;balanced;0.6664104971710582;0.6855081556588019;0.6763416680018995;0.6876494954246564;0.6818604749592144;0.6795540582431261;0.6532534599304199;81
(1, 2);5;l1;False;l2;0.1;1.0;balanced;0.6602740503936876;0.6625340192963989;0.6575273102911717;0.6555215174400474;0.6427058983995819;0.6557125591641775;0.31433734893798826;122
(1, 3);5;l2;True;l2;0.1;0.1;None;0.6946381555877169;0.6918796957395272;0.695009370854248;0.6849209284800365;0.6891820075865236;0.6911260316496104;0.5024667739868164;60
(1, 3);1;l2;False;l2;0.1;10.0;balanced;0.6887474508668655;0.6885758547471413;0.69286383376027;0.6858330795001231;0.6786667707807373;0.6869373979310274;1.6067885398864745;68
(1, 3);1;l2;False;l1;0.1;0.1;balanced;0.5803213327022695;0.5893385488742678;0.5810205647137745;0.5795700560189252;0.5916391920539906;0.5843779388726456;0.5870658874511718;158
(1, 3);5;l2;True;l2;1.0;1.0;balanced;0.6955284972459476;0.6991905235652602;0.6943381982506464;0.6930846605166199;0.7002525487891825;0.6964788856735312;0.5615424156188965;53
(1, 2);3;l2;True;l1;0.1;100.0;balanced;0.6655234959405009;0.6618018592064736;0.6639633649957217;0.6665154582765608;0.6616408818831472;0.6638890120604809;0.41818966865539553;111
(1, 2);1;l1;False;l2;1.0;10.0;None;0.6199779471719618;0.6297171159648769;0.6191104242357657;0.6303420920389965;0.6144963933648523;0.6227287945552906;0.9327595710754395;148
(1, 1);3;l2;False;l2;0.1;0.1;None;0.6378598975383831;0.6518207001984069;0.6494774309757753;0.6489286175130233;0.6497164603493083;0.6475606213149793;0.21464905738830567;130
(1, 3);3;l2;False;l1;0.1;0.1;None;0.6557707975649739;0.6524199510903413;0.658796264344071;0.6753664692040523;0.6527420678532853;0.6590191100113447;0.5067049026489258;119
(1, 3);1;l1;True;l2;0.1;0.1;None;0.35738548068232157;0.35862901448636564;0.37443595487261955;0.37348705214222555;0.37186450383052205;0.36716040120281085;1.0347423076629638;195
(1, 1);5;l2;False;l2;0.1;100.0;balanced;0.6655981546079986;0.6766050644888735;0.6786174330097475;0.6650023213100127;0.6703864094458143;0.6712418765724893;0.25271430015563967;88
(1, 1);5;l2;True;l1;0.1;10.0;None;0.6431607609594683;0.6422098808259245;0.6503762034097718;0.6597607996092627;0.6430983390793226;0.64772119677675;0.2213217258453369;128
(1, 3);1;l1;True;l2;0.1;100.0;None;0.35112799120186866;0.3516426228494663;0.374463045989922;0.3674087253925576;0.369906993238866;0.36290987573453615;1.2440481662750245;196
(1, 2);5;l1;False;l2;1.0;100.0;None;0.6565791893736063;0.6727939020328916;0.6587564485748183;0.6677479160866667;0.6585652540667338;0.6628885420269433;0.5004406929016113;112
(1, 3);3;l2;True;l2;1.0;100.0;balanced;0.6951287051344415;0.7184551481426542;0.7057489827569952;0.7022006933120137;0.7140234691966151;0.7071113997085439;0.7769141674041748;37
(1, 3);1;l1;False;l2;1.0;0.1;None;0.5825639154182531;0.584342536186375;0.5869687090105383;0.5940387807679249;0.5830639276146542;0.586195573799549;1.1908626079559326;155
(1, 1);1;l1;False;l1;1.0;1.0;balanced;0.6723088438767856;0.6915696784427239;0.6753570832892677;0.6898567950528695;0.6817797103530393;0.6821744222029371;0.652493953704834;77
(1, 3);1;l1;False;l2;0.1;10.0;balanced;0.561101365451452;0.566421683868854;0.566506607468852;0.5678226531967209;0.5677248417443197;0.5659154303460397;1.1018837451934815;160
(1, 3);5;l1;True;l2;0.1;1.0;balanced;0.6597336442023524;0.6670880590969397;0.6661747963151023;0.6634096872376131;0.6495078016792909;0.6611827977062597;0.506830358505249;115
(1, 3);5;l1;False;l2;1.0;10.0;None;0.6643264897423544;0.6776312330471436;0.6659320622322288;0.67165012428637;0.6652726028227137;0.6689625024261622;0.6196803569793701;99
(1, 3);3;l1;False;l2;1.0;100.0;balanced;0.7013641356305945;0.7144483844707494;0.7099557210551458;0.7074177618766976;0.7059202965460275;0.707821259915843;0.6634030342102051;33
(1, 3);3;l1;False;l1;0.1;0.1;balanced;0.48754015000743545;0.46340531858938844;0.4709483823895156;0.48489315052140547;0.4652634434371628;0.47441008898898157;0.4433463096618652;186
(1, 1);3;l2;True;l1;0.1;10.0;None;0.6430192268632584;0.6396331081103331;0.6512616267273954;0.6587884387722036;0.6387140775053468;0.6462832955957075;0.2186751365661621;136
(1, 3);1;l1;True;l2;0.1;0.1;balanced;0.5594722480062362;0.5650390104053752;0.5688333657016877;0.5679457882724311;0.5646225592162484;0.5651825943203957;1.0304975509643555;162
(1, 3);5;l2;False;l1;1.0;10.0;balanced;0.7158889069878357;0.726620053730238;0.7106327104082748;0.7209960434639134;0.7240263124371366;0.7196328054054797;2.8993258476257324;15
(1, 3);3;l1;True;l2;0.1;0.1;None;0.4463988536580717;0.44565509929826097;0.46206929979497746;0.4683653395185713;0.45537203920712926;0.4555721262954021;0.46443891525268555;189
(1, 2);3;l1;False;l2;0.1;1.0;balanced;0.6472793032589494;0.6457531052341556;0.6431438368864814;0.6428927852859554;0.6355830829695026;0.642930422727009;0.40803894996643064;140
(1, 2);5;l2;True;l2;1.0;10.0;None;0.6900749905539837;0.6980896921380575;0.6752042939680536;0.6961043010601333;0.6905103711522858;0.6899967297745027;0.49708967208862304;62
(1, 2);3;l2;False;l2;0.1;10.0;None;0.679447771137566;0.6806782043233118;0.6861890474452869;0.6895353279011562;0.6756302683425872;0.6822961238299816;0.5063307285308838;76
(1, 2);5;l2;False;l1;1.0;100.0;None;0.7099107986003812;0.7139868178395379;0.7088841315256726;0.7159181418168863;0.7114821967918256;0.7120364173148607;2.4080286026000977;30
(1, 2);3;l2;True;l1;1.0;0.1;None;0.7099465181431451;0.715483251244219;0.7111062816143779;0.7231488835235085;0.7182702706996847;0.715591041044987;1.786865472793579;22
(1, 2);3;l2;False;l1;1.0;100.0;balanced;0.7166122764186842;0.7302403997970487;0.7167264949431008;0.7195457271182876;0.7226080984873712;0.7211465993528985;2.7217128753662108;13
(1, 3);5;l1;True;l2;0.1;1.0;None;0.46522603139062596;0.4766653184646326;0.48298503449886887;0.49280407417892647;0.47677246836035203;0.4788905853786812;0.5129639625549316;179
(1, 1);5;l2;False;l2;1.0;10.0;None;0.639828712933328;0.652113946138774;0.6392141766407362;0.6413817800909194;0.6554901237970929;0.6456057479201701;0.27805700302124026;137
(1, 3);5;l2;False;l1;0.1;1.0;None;0.6654567849576164;0.663589971240268;0.6691877832341899;0.6816124404006731;0.6582841894568654;0.6676262338579225;0.4913794040679932;104
(1, 3);3;l2;False;l2;1.0;100.0;balanced;0.6946144008363403;0.7206178903068817;0.7023284733518883;0.6993926735618797;0.7114351030773582;0.7056777082268697;0.7512239933013916;42
(1, 1);3;l2;True;l1;0.1;1.0;None;0.6435246712454441;0.6406011335532845;0.651244471338087;0.6582919950377738;0.6396589917787223;0.6466642525906623;0.20420460700988768;134
(1, 2);3;l2;True;l2;0.1;100.0;None;0.683813222303485;0.6845668244910497;0.6871781778558468;0.6919916209341305;0.6780675299185678;0.6851234751006159;0.4642996311187744;71
(1, 2);5;l2;False;l1;0.1;100.0;None;0.665584110384903;0.6649344189673019;0.670659809959313;0.6855886002690103;0.6579088593259547;0.6689351597812966;0.3580942153930664;100
(1, 3);3;l2;True;l2;0.1;100.0;None;0.6871256833666436;0.6868280678229677;0.6885940728156514;0.6885386039628957;0.6851621664785635;0.6872497188893443;0.6332735061645508;67
(1, 2);3;l2;True;l2;1.0;0.1;balanced;0.6947701281800094;0.7141143954440392;0.695910893149003;0.6963740202578508;0.7113709051089501;0.7025080684279705;0.5557888507843017;50
(1, 1);1;l2;True;l1;0.1;0.1;balanced;0.6446698490350669;0.6460515559116274;0.6561235947798509;0.6491206523940504;0.6462689383724403;0.6484469180986072;0.2885271072387695;125
(1, 1);1;l2;True;l1;0.1;1.0;balanced;0.6460893211143021;0.646275695440424;0.6535924438784304;0.6491678626624564;0.6444163719854132;0.6479083390162053;0.2688046932220459;127
(1, 3);3;l1;True;l1;0.1;1.0;balanced;0.4885886722955137;0.46304850664373093;0.4786213264808306;0.4858988659997801;0.4698711389804336;0.47720570208005775;0.4717709064483643;181
(1, 3);1;l1;False;l2;0.1;0.1;balanced;0.5542376925962907;0.557394301679011;0.5636170914153639;0.5653476966786186;0.5669508474863943;0.5615095259711357;1.0474320888519286;163
(1, 2);1;l1;False;l2;0.1;1.0;None;0.3960877051343101;0.38844103617072406;0.3935674219496271;0.40193578314475525;0.3949119483361385;0.39498877894711104;0.5948693752288818;194
(1, 1);3;l1;False;l1;1.0;1.0;None;0.6649011389482666;0.6729071224185464;0.6629368346831127;0.6685441017048261;0.6645981278254586;0.6667774651160421;0.6096524238586426;107
(1, 2);5;l1;True;l1;0.1;100.0;None;0.4730276273034425;0.46002929990931024;0.46779550947164966;0.4675441048936639;0.46620827486373767;0.4669209632883608;0.32364869117736816;187
(1, 3);1;l1;True;l2;1.0;10.0;None;0.5836165466088127;0.5897218528036604;0.5918111421158642;0.6002497001109954;0.5849981451784432;0.5900794773635551;1.4431953430175781;154
(1, 2);5;l2;False;l2;1.0;1.0;balanced;0.68076807533953;0.7003544140257275;0.6845899341380268;0.6897365506627887;0.6966312904272319;0.690416052918661;0.49704508781433104;61
(1, 3);1;l1;False;l1;0.1;100.0;balanced;0.3068583680671219;0.3003145716906014;0.3064883015805227;0.3101183312353348;0.3074069382500858;0.30623730216473327;0.9793953895568848;198
(1, 3);1;l2;False;l1;1.0;0.1;balanced;0.7264286624211533;0.7384030972226642;0.7205303054693691;0.7322769596610739;0.7227400156847384;0.7280758080917997;31.770730113983156;2
(1, 1);5;l1;True;l1;0.1;1.0;None;0.5244739666892178;0.5289834781638924;0.531198295803469;0.5385705256226138;0.5329435135332315;0.5312339559624849;0.0909571647644043;167
(1, 1);3;l2;False;l2;1.0;10.0;None;0.6395419650307329;0.6511714097994982;0.6450808356079183;0.6465352475592607;0.6511042104723063;0.6466867336939434;0.19685697555541992;133
(1, 3);1;l2;False;l1;0.1;1.0;balanced;0.5823312616472586;0.5892886883376429;0.5812042139501943;0.5827478383437813;0.5927118589619542;0.5856567722481663;0.6707591533660888;156
(1, 2);5;l2;False;l1;0.1;0.1;None;0.6660880750603102;0.6639812188893907;0.6688564303249873;0.6836444350657507;0.6598446961462265;0.668482971097333;0.22808775901794434;102
(1, 2);3;l2;True;l1;1.0;10.0;None;0.7103969162854461;0.713564790070731;0.7092095759183115;0.7230963735997284;0.7168151059850236;0.7146165523718482;2.3412898063659666;27
(1, 2);5;l2;True;l1;0.1;1.0;balanced;0.67085417386698;0.6683777162751792;0.6712672969737915;0.6709041266032361;0.6668310453828976;0.6696468718204168;0.37915992736816406;92
(1, 2);5;l2;False;l2;1.0;100.0;None;0.6880130155448989;0.6951778686545428;0.677564727635392;0.6913789386394991;0.6932183192673419;0.6890705739483349;0.5595210075378418;63
(1, 3);5;l2;True;l2;1.0;100.0;balanced;0.6933369718892187;0.7046477630102201;0.6982338942440199;0.6955815827745371;0.703073006615443;0.6989746437066877;0.6846482753753662;52
(1, 1);5;l2;True;l2;1.0;10.0;None;0.6476514107529031;0.6536440742258924;0.6426073147606229;0.6461729555359077;0.6542982128506459;0.6488747936251944;0.2700207710266113;124
(1, 1);1;l1;False;l2;0.1;1.0;None;0.47970652875573655;0.4700966407572858;0.4771497333469691;0.4819423876329103;0.47962695737637195;0.4777044495738547;0.23852839469909667;180
(1, 2);3;l1;False;l2;1.0;1.0;balanced;0.6945041684289299;0.7114629364787048;0.7038209969725657;0.7050751421675008;0.6995817975188388;0.7028890083133079;0.47219090461730956;48
(1, 3);5;l1;False;l2;0.1;100.0;balanced;0.6421387608034589;0.6380520491512128;0.6412587734298305;0.6385433530518243;0.6237231942034666;0.6367432261279586;0.5600628852844238;143
(1, 2);3;l1;True;l1;0.1;1.0;None;0.4293897507690445;0.4281519681100687;0.42010323383552833;0.43111509164624473;0.44081516571373996;0.42991504201492525;0.31024346351623533;192
(1, 2);5;l2;True;l1;0.1;0.1;balanced;0.6702023352172561;0.667493923132354;0.6685688880716565;0.6710136089970339;0.6645452897993688;0.6683648090435339;0.37989463806152346;103
(1, 3);3;l1;False;l2;1.0;1.0;balanced;0.7021679877794879;0.7183745980785827;0.7076831726465721;0.706011398005932;0.7046743661769912;0.7077823045375131;0.6517280101776123;34
(1, 1);5;l1;True;l1;1.0;100.0;balanced;0.6664903378910277;0.6846387945103429;0.6754964602877153;0.6891035280734974;0.6805258068760035;0.6792509855277175;0.6774242401123047;82
(1, 2);5;l1;False;l1;1.0;1.0;None;0.7047981089089523;0.7161177316148483;0.7037632874885312;0.7081910125544431;0.6954433421811963;0.7056626965495942;0.7224552631378174;43
(1, 2);1;l2;False;l1;1.0;10.0;balanced;0.7256442102243936;0.7410120320562955;0.7185601598192041;0.7286575365697076;0.7234278558080731;0.7274603588955347;2.023836374282837;6
(1, 1);3;l1;True;l1;0.1;10.0;None;0.5166196586722299;0.5165493357259726;0.5217696599813677;0.5311972547456159;0.524524380062881;0.5221320578376135;0.15372004508972167;169
(1, 3);5;l1;False;l2;0.1;10.0;balanced;0.6575613602541147;0.6659428681223011;0.6630068822069534;0.655192461192933;0.6448880118386153;0.6573183167229836;0.5098852157592774;121
(1, 2);5;l1;True;l1;1.0;10.0;balanced;0.7141119835676071;0.7212598317142023;0.7112830970206769;0.7253619602423245;0.7142550460561372;0.7172543837201897;1.0330061435699462;18
(1, 2);1;l2;True;l1;1.0;0.1;None;0.7247816673558188;0.7307164870684849;0.7208555980145601;0.7323429666757768;0.724336268330786;0.7266065974890854;1.535231876373291;9
(1, 3);3;l1;False;l1;0.1;100.0;balanced;0.4888614745214005;0.4641632925580369;0.472601163141654;0.48407692100678484;0.46257360874013254;0.47445529199360176;0.47646183967590333;184
(1, 3);3;l1;True;l2;0.1;1.0;None;0.44503136531817344;0.4399923258784028;0.4559150645846176;0.4632635970335082;0.45132471889982245;0.45110541434290496;0.5237361907958984;190
(1, 2);5;l2;False;l2;0.1;0.1;balanced;0.7038855063137529;0.7143687685362795;0.7134975666351129;0.7080016221433638;0.7013372379357066;0.708218140312843;0.42733278274536135;32
(1, 1);3;l1;True;l2;1.0;0.1;balanced;0.6593328840240493;0.6787124707143504;0.6663564817924822;0.6673079353069534;0.6616996763436164;0.6666818896362903;0.23381991386413575;108
(1, 1);3;l1;True;l2;0.1;100.0;balanced;0.630507416977645;0.6405008515547915;0.6395947283775536;0.6352493731035324;0.6365117095532684;0.6364728159133582;0.21587634086608887;144
(1, 3);1;l2;True;l1;0.1;0.1;None;0.6072647279790871;0.5957628908441875;0.6117492021995151;0.6238410699142155;0.6065658195481306;0.6090367420970272;0.9914814949035644;150
(1, 2);5;l2;True;l1;1.0;1.0;None;0.7113948709925868;0.7159060350012011;0.7088692199744796;0.7168049413097012;0.7163182364341899;0.7138586607424316;2.1096574783325197;28
(1, 2);5;l1;True;l1;0.1;0.1;balanced;0.5086520883853458;0.4997347050516238;0.5063622019124563;0.5155129810748018;0.5098522053870211;0.5080228363622499;0.30490679740905763;171
(1, 2);3;l2;True;l2;0.1;10.0;None;0.6852239482734997;0.6849764919341939;0.6861800828013529;0.6910476536600091;0.6766840796317605;0.6848224512601633;0.45403423309326174;72
(1, 3);3;l2;False;l2;0.1;0.1;None;0.682223668400828;0.6829424730469937;0.688116088883246;0.684661814061088;0.6852093764978808;0.6846306841780073;0.5942683696746827;73
(1, 3);5;l2;True;l1;0.1;100.0;balanced;0.6690391583319206;0.6681059214259824;0.6715184963743861;0.6698625360300746;0.6661355370247373;0.6689323298374201;0.5082549571990966;101
(1, 1);5;l1;False;l1;0.1;10.0;balanced;0.5761131709488362;0.574656572644741;0.5699489474449186;0.560194076456539;0.5735314867857895;0.5708888508561649;0.14861416816711426;159
(1, 3);3;l1;True;l1;0.1;0.1;balanced;0.4869397592819054;0.4632155293063026;0.4749352098991731;0.4858165853323927;0.47013926225969527;0.4762092692158938;0.4380011558532715;183
(1, 2);3;l1;False;l1;0.1;10.0;balanced;0.4956813496606978;0.47999880058813665;0.4860119052129959;0.5013272656947614;0.48981736846907603;0.4905673379251335;0.3123687744140625;176
(1, 3);3;l1;True;l1;1.0;0.1;None;0.7051156612566964;0.7140433887809458;0.701319031080819;0.714236175674695;0.6898406434331857;0.7049109800452683;0.7352418422698974;47
(1, 2);5;l1;True;l2;1.0;1.0;None;0.6629468385245864;0.6786077265948779;0.6706883217108558;0.6707928595701429;0.6638922873373266;0.6693856067475579;0.4872687339782715;94
(1, 3);1;l1;False;l1;1.0;100.0;None;0.6755886107109625;0.6869647949675103;0.6743491273225537;0.6919907222519279;0.6747056166987294;0.6807197743903367;1.5084076881408692;79
(1, 3);3;l2;False;l2;0.1;100.0;None;0.6847318326288423;0.684472681342939;0.688617141618435;0.6870655862468144;0.6832579062808002;0.6856290296235661;0.3932408332824707;70
(1, 3);5;l2;True;l2;1.0;10.0;balanced;0.6951038476657799;0.700571332480134;0.6934430654375559;0.6931175772667199;0.6988855346673432;0.6962242715035065;0.41785540580749514;54
(1, 1);3;l1;True;l2;0.1;0.1;balanced;0.6344896888708291;0.6379939491472979;0.6390640237486859;0.636938052336976;0.6389462019071319;0.6374863832021841;0.12437162399291993;141
(1, 2);3;l2;True;l1;1.0;100.0;None;0.7103885514307694;0.713564790070731;0.7087490749898362;0.7230963735997284;0.7177874392994912;0.7147172458781113;1.585158681869507;25
(1, 3);5;l2;True;l1;1.0;0.1;balanced;0.7192356698837076;0.7252015302129641;0.7092093735521974;0.7237490658698427;0.727196247634772;0.7209183774306968;1.6517045974731446;14
(1, 2);5;l1;False;l2;0.1;10.0;None;0.4722354805454336;0.4789520441801262;0.48407356446106375;0.490014769604391;0.4810063391442266;0.4812564395870482;0.23858389854431153;178
(1, 1);1;l2;True;l1;1.0;10.0;None;0.6646242104729271;0.671461062764187;0.6678787985112992;0.6680768346763069;0.6759995666112352;0.6696080946071911;0.9979078292846679;93
(1, 2);1;l2;True;l1;1.0;1.0;None;0.7257302425666976;0.7312385671411146;0.7204382174303157;0.7337245488337804;0.722908224383208;0.7268079600710232;1.1030989646911622;8
(1, 3);3;l1;False;l2;1.0;100.0;None;0.6567683632267929;0.6646131810486031;0.6573194205124526;0.6661848503416108;0.6520936163277347;0.6593958862914387;0.38883252143859864;118
(1, 2);3;l1;True;l1;1.0;100.0;None;0.7047184876942985;0.7146553593767792;0.700351922238053;0.712919105437853;0.6923082085467257;0.7049906166587419;0.4463510036468506;46
(1, 3);1;l2;True;l1;0.1;0.1;balanced;0.5836915085716885;0.5887348071758519;0.5818950307610924;0.5763886113769465;0.5914627831075797;0.5844345481986318;0.5746551990509033;157
(1, 1);3;l2;False;l1;0.1;100.0;None;0.6404272695824318;0.6362406162930628;0.6468127919864102;0.6550174117754802;0.6385166750518783;0.6434029529378525;0.12941341400146483;138
(1, 1);5;l2;True;l2;0.1;1.0;balanced;0.6652407765135462;0.674169449290773;0.6785342650257861;0.6635762384798336;0.6696493813622134;0.6702340221344305;0.13970551490783692;91
(1, 3);5;l2;True;l2;0.1;1.0;balanced;0.7126169339550151;0.7235588478398403;0.7214971797161356;0.7112636826390976;0.7089182802872479;0.7155709848874673;0.35392560958862307;23
(1, 3);1;l2;False;l1;0.1;1.0;None;0.6083284935178184;0.5937572891024856;0.6097796357954093;0.6195213949888076;0.6057707596778612;0.6074315146164764;0.6028181552886963;151
