ngram_range;min_df;norm;sublinear_tf;penalty;C;intercept_scaling;class_weight;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;mean_fit_time;rank_test_score
(1, 3);3;l2;True;l2;1.0;1.0;None;0.5946515914375522;0.5999430758299117;0.589587436316469;0.5975600591109953;0.5979890652086214;0.5959462455807099;0.2076733112335205;105
(1, 2);3;l2;False;l2;0.01;10.0;None;0.43850905068157003;0.42985394107855257;0.4407629994003584;0.450116558089278;0.44316756571097676;0.4404820229921471;0.13458685874938964;162
(1, 3);10;l2;False;l2;0.01;100.0;balanced;0.5983032475375313;0.5905319411187091;0.6045016307688486;0.6000589799959899;0.5946169250153854;0.5976025448872929;0.16044015884399415;99
(1, 2);1;l1;True;l2;0.01;1.0;balanced;0.46030757998257205;0.46247364046740036;0.4648353971629802;0.4893658167112501;0.4720605874202881;0.46980860434889815;0.1959202766418457;152
(1, 3);5;l1;True;l2;0.01;100.0;None;0.35395511797089124;0.3523621241840932;0.3553920499623979;0.3780090746661624;0.37170043274797615;0.3622837599063041;0.16084527969360352;167
(1, 2);1;l1;False;l2;0.1;100.0;balanced;0.5918409019282974;0.5994305964112604;0.6020351554435962;0.6150590961130648;0.6007909415096634;0.6018313382811764;0.28435373306274414;89
(1, 2);5;l2;True;l2;0.1;100.0;None;0.6111479809495031;0.6113097993353164;0.6284421760924775;0.6133893949502214;0.6295488887953823;0.6187676480245801;0.15210399627685547;36
(1, 1);1;l1;False;l2;0.1;100.0;None;0.511672958844375;0.5078311536492818;0.5165411563698925;0.5284984761615411;0.5076045263011802;0.5144296542652541;0.13595895767211913;148
(1, 2);3;l1;True;l1;1.0;10.0;balanced;0.6173164035210145;0.620063804366074;0.6099853842427545;0.6287239443901479;0.6331199777511242;0.621841902854223;0.23103866577148438;26
(1, 3);3;l2;True;l2;0.01;0.1;None;0.48708805235497027;0.4795431136143368;0.4863257503410183;0.49727773669448744;0.48388313470438454;0.4868235575418394;0.15418896675109864;149
(1, 1);10;l2;True;l1;0.1;0.1;balanced;0.6238154299710704;0.6116133657284063;0.6176109413865152;0.6229205214367154;0.6113127085037634;0.6174545934052942;0.060796499252319336;38
(1, 3);10;l1;True;l2;0.01;1.0;None;0.36518554558853844;0.35895359801194304;0.3633381581554718;0.3876549329748381;0.37536344677746436;0.3700991363016512;0.15643777847290039;165
(1, 2);5;l1;False;l2;0.1;0.1;None;0.5353417204289252;0.532166454303948;0.5408093950526345;0.5444054799526298;0.5283582934869236;0.5362162686450123;0.1560415267944336;136
(1, 2);1;l1;False;l1;1.0;10.0;balanced;0.6186645098467554;0.6137446437724026;0.6087211148327243;0.6435130640070645;0.6279451865694926;0.6225177038056879;0.21910381317138672;23
(1, 2);3;l1;False;l2;1.0;0.1;None;0.5956059590958801;0.5852266716171701;0.5905662086002017;0.5876800118635932;0.5944759377666177;0.5907109577886926;0.19097251892089845;118
(1, 2);10;l2;False;l2;1.0;1.0;None;0.6010814430757693;0.5925283702534604;0.5987401910706343;0.5915976005624463;0.6066505529339906;0.5981196315792602;0.1671168327331543;97
(1, 3);3;l1;True;l2;0.1;100.0;None;0.5175680850360919;0.5140413491890511;0.5101717582826396;0.5305919948616751;0.5099675208031461;0.5164681416345207;0.17664656639099122;144
(1, 2);1;l2;False;l2;1.0;100.0;None;0.6116900357415053;0.611227606819091;0.613200084668947;0.6180430900996106;0.6282118208686223;0.6164745276395552;0.45652480125427247;41
(1, 3);5;l2;True;l2;1.0;100.0;balanced;0.6008594505862325;0.6111448836068157;0.6103208259857351;0.6075223728868714;0.6181187966713131;0.6095932659473936;0.23811922073364258;60
(1, 1);10;l2;False;l2;0.01;10.0;None;0.45583355595203795;0.4591903504242908;0.4659352880154137;0.47390328825325345;0.46399472338366193;0.4637714412057316;0.08593182563781739;154
(1, 1);3;l1;True;l1;1.0;0.1;balanced;0.6145414841637272;0.625588098885608;0.6093737364406135;0.6288430437815893;0.6314432413438732;0.6219579209230822;0.17894339561462402;25
(1, 2);5;l2;True;l1;0.01;0.1;balanced;0.2713871535797226;0.2731850604087605;0.27051988482985606;0.2737070791674317;0.2756486792220418;0.27288957144156256;0.10593891143798828;176
(1, 1);1;l2;False;l2;1.0;0.1;balanced;0.6004683358709356;0.6018078931264964;0.6007017156955651;0.6026061109895103;0.6139110887816586;0.6038990288928332;0.18647356033325196;83
(1, 1);10;l2;False;l1;0.1;0.1;None;0.6138042689048527;0.5961907184086371;0.613554049188029;0.6125501082184588;0.6078662638983455;0.6087930817236646;0.058078765869140625;61
(1, 1);3;l1;False;l2;0.01;1.0;None;0.35956694587251165;0.3552309877040374;0.3565911713529776;0.37742272731211246;0.3733568127068235;0.3644337289896925;0.08294157981872559;166
(1, 2);1;l1;False;l1;0.1;10.0;None;0.44015765397228185;0.4516854466755565;0.4543324825731096;0.45566384499145246;0.44913637125442984;0.450195159893366;0.14763412475585938;160
(1, 1);1;l1;True;l2;0.01;1.0;balanced;0.5349096158126334;0.5274581433469215;0.5318330862771821;0.542624031208763;0.5217890456251668;0.5317227844541333;0.08870573043823242;140
(1, 1);3;l1;False;l1;1.0;10.0;None;0.6131168355310436;0.6141593996171268;0.6048737969819893;0.6152894652355642;0.6234959760914442;0.6141870946914336;0.14886693954467772;49
(1, 1);5;l2;False;l1;0.1;0.1;balanced;0.6323558277397879;0.6216411932867606;0.6255438338424688;0.6339978133109975;0.6292738454611996;0.6285625027282429;0.059266281127929685;13
(1, 2);5;l2;False;l1;1.0;0.1;None;0.6153379443242445;0.6148541577284693;0.628422352729803;0.6097787435667076;0.6306755816026205;0.6198137559903689;0.30955071449279786;31
(1, 3);3;l2;False;l2;0.01;10.0;balanced;0.607211613457543;0.5939736161784982;0.6126236390118308;0.608138231256181;0.6081753189806521;0.6060244837769411;0.16023263931274415;74
(1, 3);10;l1;True;l2;1.0;10.0;balanced;0.60053649339931;0.5852097204689458;0.5920118474390326;0.5974209539303533;0.5971544483615201;0.5944666927198324;0.21142592430114746;111
(1, 3);1;l2;True;l1;1.0;1.0;balanced;0.6240222161559552;0.6323108767181719;0.6280625604228326;0.6489837479410006;0.6429330188354915;0.6352624840146903;0.40259952545166017;7
(1, 1);1;l2;False;l2;0.01;0.1;None;0.4846000422225683;0.47604468316618653;0.49239373370767286;0.4922582681141306;0.4821490829512749;0.48548916203236664;0.10102405548095703;151
(1, 3);5;l1;True;l1;0.1;100.0;balanced;0.5901119723110468;0.5835626036302506;0.5788380250105204;0.6015768057896851;0.5924093381357394;0.5892997489754485;0.14037914276123048;119
(1, 2);10;l2;True;l2;0.1;100.0;balanced;0.6179070746077608;0.6134601977358853;0.6158420859548002;0.616954371318915;0.6148922520523789;0.615811196333948;0.15023956298828126;45
(1, 2);3;l2;True;l1;0.1;1.0;balanced;0.6302994590396115;0.6184837285063867;0.6202369886178666;0.6333296408765621;0.6264800517850502;0.6257659737650954;0.11041665077209473;16
(1, 2);1;l2;False;l2;1.0;10.0;balanced;0.6160882184152452;0.6180692017210724;0.6130328819472288;0.6297049749514044;0.6318563178902408;0.6217503189850383;0.4499495506286621;27
(1, 1);3;l2;True;l1;0.01;100.0;balanced;0.2745483816979471;0.2744004306008518;0.27172650570746615;0.2728819291818501;0.2748909698803238;0.27368964341368784;0.04759435653686524;175
(1, 1);5;l1;False;l2;0.1;10.0;None;0.5353670972433544;0.5362811657462846;0.5409501157249605;0.5454089386743348;0.5288874902738484;0.5373789615325565;0.10256195068359375;134
(1, 2);10;l2;True;l2;1.0;10.0;None;0.6029494335119706;0.59393241408939;0.6039591058530583;0.5924986727725313;0.6082031637205834;0.6003085579895068;0.17002382278442382;91
(1, 2);3;l2;False;l2;0.01;0.1;None;0.4850432908292383;0.478542860914929;0.4847886903779502;0.4962295239294852;0.48436750102690407;0.4857943734157013;0.17600727081298828;150
(1, 2);3;l2;False;l1;0.01;10.0;None;0.16040840564831552;0.1360622163733289;0.14055657208775957;0.1303834594275444;0.15064885865705688;0.14361190243880106;0.16579742431640626;191
(1, 1);5;l1;True;l1;0.1;0.1;balanced;0.5971638978861077;0.5891586552337156;0.5897696491750196;0.6105410968290291;0.5997071094730443;0.5972680817193833;0.08772435188293456;101
(1, 3);3;l2;False;l2;1.0;0.1;balanced;0.5935982826153964;0.5970630597660389;0.5936967158031732;0.6017463887003092;0.608759210692878;0.5989727315155591;0.331498384475708;95
(1, 3);3;l2;True;l1;1.0;0.1;balanced;0.6238228481347708;0.6302603099283032;0.6196616400118194;0.619015123621951;0.6398671649740731;0.6265254173341835;0.5279215812683106;15
(1, 3);1;l2;False;l2;0.01;10.0;None;0.3874148398061003;0.385809129955787;0.37810845392878084;0.40093424459416827;0.39207139711364086;0.3888676130796954;0.3293616771697998;164
(1, 2);1;l2;False;l2;0.01;100.0;balanced;0.5854721806454752;0.5842403722856563;0.6003356375284181;0.5977872369380637;0.5926839498982538;0.5921038754591735;0.24277796745300292;115
(1, 3);10;l2;False;l2;0.01;0.1;balanced;0.6002702053391142;0.5946052731702458;0.6091614218245676;0.598756343532951;0.5968238018611152;0.5999234091455987;0.16116805076599122;93
(1, 3);1;l2;False;l2;0.1;100.0;balanced;0.6272578527011397;0.6281185662200642;0.6257978390663474;0.6381422938423749;0.6399232527079259;0.6318479609075706;0.4023596286773682;11
(1, 2);5;l2;True;l2;0.01;100.0;None;0.4521008009109942;0.4445379938136826;0.452792485939897;0.457862203332711;0.4503901821039393;0.4515367332202448;0.13710956573486327;158
