ngram_range;min_df;norm;sublinear_tf;penalty;C;intercept_scaling;class_weight;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;mean_fit_time;rank_test_score
(1, 2);3;l2;True;l1;0.01;0.1;balanced;0.2675596471391785;0.2679662649875306;0.2657912160930165;0.27424663059656795;0.2711959413214096;0.26935194002754065;0.10275516510009766;177
(1, 3);5;l2;False;l1;0.1;0.1;balanced;0.6309145481173761;0.6210700245305026;0.6247029019457133;0.6298681484734896;0.6283488884836108;0.6269809023101385;0.1874861717224121;14
(1, 2);1;l2;False;l1;1.0;1.0;balanced;0.627019280112563;0.6394267300798143;0.6351749297419073;0.6477123882015162;0.6497757475097913;0.6398218151291184;28.492139673233034;1
(1, 1);5;l2;True;l1;1.0;1.0;None;0.6177002685372597;0.6173061230005993;0.6283795383850417;0.6148777539474538;0.6362294164539292;0.6228986200648567;0.26005120277404786;22
(1, 3);3;l2;False;l1;0.1;1.0;balanced;0.6304784116046891;0.6188612776844334;0.6198888084865807;0.6326050077373572;0.6240034224507635;0.6251673855927649;0.14479331970214843;18
(1, 1);10;l1;False;l1;1.0;0.1;None;0.593988331710511;0.5905162374659716;0.5984679903971103;0.5806340021990356;0.5961621724086388;0.5919537468362535;0.153314208984375;116
(1, 1);1;l2;False;l2;0.01;0.1;balanced;0.5991103490832349;0.6009606223044457;0.6109412734479196;0.6136027255254237;0.609015417459297;0.6067260775640643;0.09881162643432617;67
(1, 2);5;l1;False;l1;0.01;0.1;None;0.09379676422984935;0.0811007692063483;0.09350919931213472;0.07802507294998128;0.10698260531696617;0.09068288220305597;0.09391331672668457;196
(1, 2);1;l2;False;l2;0.01;10.0;None;0.3974807068579417;0.39565807870647285;0.38959364263158675;0.40552962910601437;0.398277345264463;0.39730788051329574;0.21949048042297364;163
(1, 2);5;l2;True;l1;0.1;0.1;None;0.6144315652750539;0.6016790805924002;0.6101274898225917;0.6207278773212794;0.6150235483207708;0.6123979122664192;0.10854048728942871;52
(1, 3);10;l1;True;l2;0.1;1.0;balanced;0.6104878376030564;0.6026296535695288;0.6095163943619833;0.6092341418313793;0.6060493245544728;0.6075834703840841;0.18517107963562013;66
(1, 3);10;l1;True;l2;1.0;100.0;None;0.5835271528078341;0.5823368907248768;0.5904310767281489;0.5810279656084709;0.5886345054910123;0.5851915182720686;0.19453601837158202;121
(1, 3);10;l1;True;l1;0.1;10.0;None;0.549590835365221;0.5492514364501242;0.557747577234083;0.569599234308901;0.5509587387527283;0.5554295644222116;0.13600506782531738;126
(1, 3);3;l2;True;l2;0.1;0.1;balanced;0.6296810838056873;0.6344299378190796;0.6411740481274008;0.6385743672021782;0.6389568990992384;0.6365632672107169;0.19129300117492676;4
(1, 3);5;l1;False;l1;1.0;10.0;balanced;0.6207240425407606;0.6158569739714955;0.609401078250649;0.6238128432740534;0.6351886790399779;0.6209967234153873;0.2712378978729248;29
(1, 2);3;l1;False;l2;1.0;10.0;balanced;0.6113540513927854;0.6062174893855251;0.6011476721646026;0.6186856716406078;0.6106444568925283;0.6096098682952099;0.1879971981048584;59
(1, 1);5;l1;True;l2;1.0;0.1;balanced;0.6071229133287982;0.6067143621307924;0.611502015847164;0.612957199351311;0.6202177169653009;0.6117028415246732;0.12664299011230468;53
(1, 2);10;l1;False;l2;1.0;1.0;balanced;0.598198808744724;0.581358543271883;0.591022727795067;0.5941710596541011;0.5994620553458012;0.5928426389623153;0.16622681617736818;113
(1, 3);10;l2;True;l2;0.1;0.1;None;0.6042141933654863;0.5977268109839365;0.6183201821494163;0.5993561136914423;0.6120513210196777;0.6063337242419917;0.17917971611022948;71
(1, 1);3;l1;False;l2;0.1;0.1;None;0.5337573937137817;0.5318144426160243;0.5373554247354515;0.5477820566032604;0.5236941133301845;0.5348806861997405;0.09441356658935547;137
(1, 3);5;l2;False;l2;0.01;100.0;balanced;0.608915341145853;0.5928642713087512;0.6116256951287039;0.6058308997048572;0.610890029074914;0.6060252472726158;0.18127889633178712;72
(1, 2);3;l2;True;l1;0.1;0.1;None;0.6058763925581823;0.596124332598744;0.6039898109806561;0.6131173049918681;0.6064163262352872;0.6051048334729475;0.10905261039733886;79
(1, 3);10;l2;True;l1;1.0;0.1;None;0.6137803461790879;0.6032899680643427;0.6117655175426926;0.6073390379822963;0.6164182948303037;0.6105186329197446;0.3252920627593994;56
(1, 3);1;l1;True;l1;1.0;0.1;None;0.6067300132821744;0.6027901650819699;0.596763616409651;0.6230197354670399;0.6118634604889224;0.6082333981459515;0.29458022117614746;63
(1, 3);10;l1;False;l2;0.01;100.0;balanced;0.5522515626998681;0.5418914926890737;0.5504208814092981;0.5615545594288411;0.5470680412116475;0.5506373074877458;0.1810096263885498;128
(1, 3);5;l2;False;l1;0.01;100.0;balanced;0.2762807961332417;0.2754104967222456;0.27499935790486957;0.27587669539438636;0.28445921444735955;0.2774053121204205;0.13683710098266602;173
(1, 3);1;l2;False;l2;1.0;100.0;balanced;0.6169718641930619;0.6218365139901065;0.6132092952449977;0.6278561070728549;0.6322943806153937;0.622433632223283;0.5411681175231934;24
(1, 3);3;l1;True;l1;1.0;1.0;None;0.6111474067941254;0.6141718173376457;0.6050119525260031;0.6215422980942923;0.6152783160168095;0.6134303581537752;0.2147378921508789;51
(1, 1);5;l1;True;l1;0.1;100.0;None;0.5413136629744595;0.5393144140576938;0.5459876082462602;0.5619175990825814;0.5409620422539397;0.5458990653229869;0.052636241912841795;129
(1, 2);1;l2;True;l1;0.01;100.0;balanced;0.21731081033354055;0.21436630961838432;0.2146137741918049;0.21003552563107747;0.20846799385356246;0.21295888272567395;0.15148911476135254;180
(1, 2);3;l1;True;l2;0.01;1.0;balanced;0.5227130072299022;0.5293265093831164;0.5260937871793978;0.5508517051926607;0.5301774000883454;0.5318324818146845;0.11911735534667969;139
(1, 2);10;l2;True;l2;0.01;10.0;None;0.4562824939792695;0.4597161528048079;0.4689246469623066;0.47391256403433274;0.45982057081004185;0.46373128571815175;0.11663646697998047;155
(1, 3);1;l1;True;l2;0.1;1.0;balanced;0.5954903518779183;0.6015530063687841;0.5996366409909669;0.6139675766692433;0.5960689349150822;0.6013433021643989;0.3489969253540039;90
(1, 2);1;l1;True;l2;1.0;0.1;balanced;0.6145788024377978;0.6169059970445985;0.6041775245715569;0.6229052832850897;0.622907667890463;0.6162950550459011;0.397836971282959;43
(1, 1);3;l2;False;l1;0.01;1.0;None;0.16327148108128417;0.14124525352975761;0.14755575027284845;0.13567629780174925;0.1599863462392941;0.14954702578498671;0.0521122932434082;189
(1, 2);10;l2;True;l1;0.1;1.0;balanced;0.6282472687511825;0.6112346813720595;0.6181523270491632;0.6246827245560089;0.6113176790104221;0.6187269361477672;0.10047378540039062;37
(1, 2);10;l2;False;l2;1.0;10.0;balanced;0.5978002182201098;0.5888108743047107;0.5986182876289522;0.5888469723696432;0.6006218953569235;0.5949396495760679;0.16974844932556152;109
(1, 1);5;l1;True;l1;0.1;0.1;None;0.5388523591911997;0.5398605155161914;0.5451486021619906;0.5599015563412317;0.5413417909637108;0.5450209648348648;0.050002527236938474;130
(1, 1);5;l2;True;l1;1.0;0.1;None;0.6182102443619661;0.6186396498621165;0.6284117148330531;0.614877177646905;0.6362294164539292;0.623273640631594;0.2413719654083252;20
(1, 3);3;l1;True;l1;0.01;10.0;balanced;0.19966883850228664;0.1821986441614445;0.20181777511092777;0.19943877364703008;0.18971832084605852;0.19456847045354952;0.13881454467773438;186
(1, 1);10;l1;True;l1;0.01;0.1;balanced;0.21791771812954397;0.2079068101638151;0.2110006673268368;0.2143566358802363;0.21046529915781023;0.21232942613164846;0.048850727081298825;182
(1, 2);10;l2;True;l1;0.1;0.1;None;0.6094169155803096;0.6035874001749847;0.6093005896392599;0.6172704203135136;0.6109714555234673;0.610109356246307;0.10189323425292969;58
(1, 2);3;l1;False;l1;0.1;10.0;balanced;0.5830910953474109;0.5737273580565884;0.5731861001585705;0.5962003598075449;0.5856329138834261;0.5823675654507081;0.10205488204956055;124
(1, 2);5;l2;False;l2;1.0;1.0;balanced;0.5942774460545215;0.6065931879489805;0.6070585458570291;0.6032042721645073;0.6163429148695393;0.6054952733789155;0.17654962539672853;75
(1, 1);1;l2;False;l2;1.0;10.0;balanced;0.60193357896256;0.5997004652018918;0.5991229755080415;0.6015357036034628;0.6118909108513071;0.6028367268254526;0.2034762382507324;87
(1, 3);3;l2;True;l2;0.1;10.0;balanced;0.6300923589079842;0.6336424607992129;0.642094310820502;0.6382717926066153;0.6394397293064149;0.6367081304881458;0.18991508483886718;3
(1, 1);10;l2;True;l2;1.0;1.0;balanced;0.5977425922487453;0.581888430866119;0.5971037770535156;0.5886786619599879;0.5979599568693382;0.5926746837995412;0.12014975547790527;114
(1, 1);10;l2;True;l1;0.01;1.0;None;0.1929098896525374;0.15858583546871538;0.16999989846999333;0.15749218817747335;0.17420678179510285;0.17063891871276446;0.044404220581054685;187
(1, 2);5;l2;True;l2;1.0;1.0;None;0.599485886353141;0.6032102360025512;0.6080625530890007;0.5999243831282519;0.615621395479774;0.6052608908105437;0.1784266471862793;78
(1, 1);5;l1;True;l2;0.01;100.0;balanced;0.5415106703809719;0.5409217486526101;0.5386450306235662;0.5599576792687879;0.5352027407240008;0.5432475739299873;0.08262481689453124;131
(1, 2);1;l2;False;l1;0.01;100.0;balanced;0.2171270490612812;0.21053880025552402;0.21440688771861258;0.21216820568360195;0.20901570879969253;0.21265133030374245;0.16681480407714844;181
(1, 2);1;l1;True;l1;0.01;10.0;None;0.03132187296739026;0.03132187296739026;0.01373766358218871;0.040450665226726475;0.0;0.023366414948739138;0.14765510559082032;199
(1, 2);10;l1;True;l1;0.1;1.0;balanced;0.5973297754517253;0.5874174324483495;0.5906017669818344;0.6093912233061395;0.592978422853285;0.5955437242082666;0.10375556945800782;106
(1, 3);1;l2;False;l1;1.0;100.0;balanced;0.6265132505242373;0.6350367516215976;0.6265062223472587;0.6475145688541737;0.6401102988923218;0.6351362184479179;0.5150557518005371;8
(1, 2);3;l2;False;l1;0.01;100.0;None;0.16040840564831552;0.1360622163733289;0.14055657208775957;0.1303834594275444;0.15064885865705688;0.14361190243880106;0.10151510238647461;191
(1, 2);10;l2;True;l1;0.01;0.1;balanced;0.2847774855813988;0.28372975222042557;0.28318505549918066;0.28270770993255984;0.2862272432707454;0.28412544930086203;0.09619827270507812;172
(1, 1);5;l2;True;l1;0.01;10.0;None;0.17421745793195226;0.14553659388946416;0.1625004328834975;0.14175219335164296;0.16109921766893623;0.15702117914509864;0.05034174919128418;188
(1, 2);1;l1;True;l1;0.01;1.0;None;0.03132187296739026;0.03132187296739026;0.01373766358218871;0.040450665226726475;0.0;0.023366414948739138;0.15306448936462402;199
(1, 3);10;l2;False;l1;0.01;1.0;balanced;0.2864702943243138;0.28901767178026494;0.2906486871119266;0.2900783686614467;0.2910457719498463;0.2894521587655597;0.12839961051940918;169
(1, 1);10;l2;True;l1;0.01;0.1;balanced;0.286489377725739;0.28363026742393255;0.2872664275185974;0.2840504393552749;0.28613336819289503;0.28551397604328776;0.04713006019592285;170
(1, 2);1;l1;False;l1;0.01;10.0;balanced;0.1241170560816839;0.11593030932913453;0.1259348308197221;0.12696621123650761;0.12176920959807712;0.12294352341302506;0.16623430252075194;193
(1, 3);1;l1;True;l2;0.01;0.1;None;0.3092400261013272;0.30481392322325584;0.31845324002279984;0.3343850527564141;0.33743272321815077;0.32086499306438954;0.3310235977172852;168
(1, 2);10;l2;True;l1;1.0;1.0;balanced;0.6083605145887651;0.5991448512289496;0.613466837837384;0.6029512221554872;0.6078582720497184;0.6063563395720608;0.349503755569458;70
(1, 1);10;l2;False;l1;0.01;0.1;balanced;0.28711420750179817;0.2819701319226763;0.2850249125738846;0.2876326552903219;0.2850304120498941;0.285354463867715;0.04482560157775879;171
(1, 2);5;l2;False;l2;0.01;100.0;None;0.45210573044404906;0.44348704538749034;0.4543578399179645;0.4599533056831478;0.45292621437936653;0.45256602716240363;0.12882633209228517;157
(1, 1);5;l1;False;l1;0.1;100.0;balanced;0.5972811488297168;0.5875512107263062;0.590518441658886;0.6107224950587414;0.6006040814090512;0.5973354755365403;0.058887386322021486;100
(1, 2);3;l2;False;l2;0.01;10.0;balanced;0.606289337194432;0.5931020932991218;0.6126255105497004;0.6094718189649067;0.6086365794270816;0.6060250678870485;0.12681946754455567;73
(1, 3);5;l2;False;l2;1.0;100.0;None;0.6010235730671035;0.6003031708396882;0.605280896461561;0.5994161589410173;0.615967507933322;0.6043982614485384;0.21128473281860352;81
(1, 3);10;l1;True;l1;1.0;0.1;None;0.5960248086773628;0.587112320606128;0.594973146063242;0.5803151991664682;0.5986089851676724;0.5914068919361747;0.2631805896759033;117
(1, 3);1;l1;True;l2;1.0;0.1;None;0.5717283617669778;0.5773055019981808;0.5723941743834404;0.5908476051199757;0.573578151615015;0.577170758976718;0.5873188972473145;125
(1, 3);3;l1;False;l2;0.1;100.0;None;0.5155403808465673;0.5135397392283079;0.5075867121534945;0.5306554907387787;0.5099510516828376;0.5154546749299972;0.187926721572876;145
(1, 1);1;l2;False;l2;0.1;1.0;balanced;0.6246116990503863;0.6244133676890442;0.6333494137999457;0.6433723591266868;0.6428343487906036;0.6337162376913333;0.16775341033935548;9
(1, 2);5;l1;False;l2;1.0;0.1;None;0.5961887793264065;0.5899852659997002;0.5963876779008459;0.5914293084298896;0.6036825579787223;0.5955347179271129;0.3779930114746094;107
(1, 1);5;l1;True;l1;1.0;1.0;None;0.6092191306232806;0.6098222613471248;0.605906225102885;0.6096343449138739;0.6188208917290934;0.6106805707432515;0.1509105682373047;54
(1, 2);3;l2;True;l1;1.0;1.0;None;0.6144909017262349;0.6188412363435616;0.6145753887149336;0.61403999253563;0.633984296026374;0.6191863630693468;0.3307366371154785;35
(1, 1);1;l2;False;l2;0.1;1.0;None;0.6067904958959971;0.6017547794380824;0.6227616419897329;0.618577443732114;0.6242683255994503;0.6148305373310754;0.1303429126739502;48
(1, 1);10;l2;True;l2;0.1;10.0;balanced;0.6180597875433443;0.6101260256543048;0.6195934750426866;0.6156396844065444;0.6123156490190569;0.6151469243331874;0.10646581649780273;47
(1, 1);3;l1;True;l2;0.1;10.0;balanced;0.620067542443939;0.619205854021702;0.6208690516315325;0.635663574544133;0.6203234279910335;0.623225890126468;0.10621519088745117;21
(1, 2);10;l1;False;l1;1.0;1.0;balanced;0.6029381045514851;0.5930118163012152;0.5967855161255781;0.6020625342826565;0.6060740619515863;0.6001744066425042;0.35826382637023924;92
(1, 2);5;l1;True;l2;1.0;1.0;None;0.5943441390098015;0.592884976560247;0.5973587777427029;0.5916026852390108;0.6041406556608024;0.5960662468425129;0.26027798652648926;103
(1, 2);3;l2;False;l2;1.0;10.0;None;0.5915913809323862;0.6004771522598931;0.5907870245838913;0.5973495732077317;0.6027985843672538;0.5966007430702311;0.26795663833618166;102
(1, 3);3;l1;True;l2;1.0;100.0;None;0.600443106325276;0.5857509766831357;0.5910555435802459;0.5916250687423361;0.5967488480448266;0.5931247086751641;0.21046624183654786;112
(1, 2);5;l2;False;l2;1.0;10.0;None;0.5970876306515467;0.5984085517832289;0.6032586756029529;0.5984136814072981;0.6136373505276734;0.6021611779945399;0.18225593566894532;88
(1, 2);1;l1;True;l1;0.1;100.0;balanced;0.5140370293217708;0.5230238334077351;0.5179982348285571;0.5314855178703276;0.5300782700387763;0.5233245770934334;0.16563186645507813;143
(1, 1);1;l2;True;l1;0.01;100.0;None;0.16027693626381972;0.13594758207206237;0.1406102933012001;0.12729406992572273;0.15420241703590204;0.1436662597197414;0.0557976245880127;190
(1, 1);1;l1;False;l2;0.1;1.0;None;0.5111424637005967;0.5068539596181854;0.5165475532696591;0.5300710054362751;0.5086583284395744;0.514654662092858;0.1195908546447754;146
(1, 1);1;l1;True;l1;0.01;1.0;None;0.07799765282527231;0.075889042677415;0.08757512599992673;0.07446075814682394;0.09723239786509678;0.08263099550290695;0.0606264591217041;198
(1, 1);5;l2;False;l2;1.0;1.0;balanced;0.6028832203367452;0.6059233885264985;0.6030202302420987;0.6047189180291623;0.6160158921514308;0.6065123298571871;0.13405580520629884;68
(1, 3);5;l2;False;l2;0.01;1.0;None;0.4500136543594608;0.4445364299720642;0.45597233811299404;0.4604620509723794;0.45196342647091753;0.45258957997756316;0.16381659507751464;156
(1, 1);3;l1;False;l1;1.0;1.0;balanced;0.6152385231177054;0.6216963343882667;0.6055231387168839;0.6251333139230336;0.630272119232585;0.6195726858756949;0.1793987274169922;32
(1, 2);5;l1;False;l2;0.01;0.1;balanced;0.5317274102409466;0.5394663570094743;0.5358956622564673;0.5532502718622297;0.5339904209946069;0.538866024472745;0.11244864463806152;132
(1, 1);3;l1;True;l1;0.1;100.0;None;0.5325219719412134;0.5307631261646193;0.5363677839012115;0.5525451343316329;0.5318818339312626;0.536815970053988;0.05009055137634277;135
(1, 3);3;l2;True;l2;0.1;0.1;None;0.6103733630810405;0.6126193110019517;0.624511122274981;0.6096366859673463;0.6252962852066382;0.6164873535063915;0.1817018985748291;40
(1, 3);3;l1;True;l1;1.0;10.0;None;0.6116266536798631;0.6141718173376457;0.6050119525260031;0.6215422980942923;0.6152783160168095;0.6135262075309227;0.24188590049743652;50
(1, 1);5;l2;False;l2;0.1;10.0;balanced;0.6240646936115768;0.6317990152064163;0.6365118146355746;0.6315784115781782;0.6363260577600912;0.6320559985583675;0.1142876148223877;10
(1, 3);1;l2;True;l1;0.1;1.0;None;0.5860201966178049;0.5732388209541592;0.5942023542836609;0.5937619761136842;0.5853180992350326;0.5865082894408684;0.2540034294128418;120
(1, 3);1;l1;True;l1;1.0;1.0;balanced;0.6075347208828056;0.6096425936337523;0.6000821385388105;0.639758316221598;0.624848784130264;0.616373310681446;0.28706789016723633;42
(1, 1);10;l1;True;l1;1.0;0.1;balanced;0.6036877018431663;0.5933841999806613;0.5977304656893532;0.6017183993712261;0.5950836584208189;0.5983208850610452;0.21637768745422364;96
(1, 1);5;l1;False;l2;0.1;1.0;None;0.5353670972433544;0.5377935970295159;0.5419312692390094;0.5443965605497142;0.5288824962358484;0.5376742040594884;0.09149036407470704;133
(1, 3);10;l1;True;l2;0.01;100.0;balanced;0.5524000589683999;0.5442963809278334;0.5533188964674468;0.5625210284545549;0.5489688385501511;0.5523010406736772;0.16460671424865722;127
(1, 3);5;l2;True;l1;1.0;100.0;None;0.6145541641378024;0.617802545164543;0.6256059704599264;0.6084995714628405;0.6309034695368857;0.6194731441523997;0.34423980712890623;33
(1, 1);10;l2;True;l1;1.0;1.0;None;0.6136862407047877;0.6009608655627686;0.6182368829005487;0.6042328119598092;0.6154770469291039;0.6105187696114036;0.23530230522155762;55
(1, 2);1;l2;False;l2;0.1;100.0;None;0.5975736592661618;0.5927662365495756;0.6013520295449016;0.6022374501440855;0.6027794461628664;0.5993417643335182;0.3131412506103516;94
(1, 3);5;l1;False;l1;1.0;10.0;None;0.6102984293795176;0.6072649717234712;0.6043309051118312;0.6100656468351862;0.6192716846343139;0.610246327536864;0.22571382522583008;57
(1, 1);1;l1;False;l2;1.0;1.0;balanced;0.6114940156806998;0.6074595642803381;0.6184190596989666;0.6227456764965063;0.618454237641626;0.6157145107596274;0.17654666900634766;46
(1, 3);1;l1;True;l1;1.0;0.1;balanced;0.608343554859553;0.6096083689581273;0.6009545133982083;0.638878419696372;0.6248103150355051;0.6165190343895531;0.2753317832946777;39
(1, 2);1;l2;True;l1;0.01;1.0;balanced;0.21842038426833849;0.21372147448543624;0.21553321430013886;0.21182095703036408;0.21044868272413852;0.21398894256168327;0.14071640968322754;179
(1, 1);1;l2;False;l2;1.0;10.0;None;0.5942181793631695;0.595807647893109;0.5982971635991806;0.5954296921315007;0.6045012775429012;0.5976507921059722;0.21455321311950684;98
(1, 2);5;l1;False;l2;1.0;10.0;None;0.5947524567238284;0.5899818417315372;0.5972827834313892;0.5909690105870292;0.604633187357387;0.5955238559662341;0.20696687698364258;108
(1, 1);10;l1;False;l1;0.01;10.0;None;0.11244729083089368;0.08266715351721605;0.08452271914546763;0.0823215595702495;0.10847022586523686;0.09408578978581275;0.04510993957519531;194
(1, 2);1;l1;False;l2;0.01;10.0;balanced;0.46125931224180083;0.46108965838003557;0.46330521880929537;0.4878834527286373;0.4709395727844806;0.46889544298885;0.2170482635498047;153
(1, 3);3;l2;True;l1;0.1;1.0;None;0.6095731512290936;0.5956196139120133;0.6040320404367923;0.6111844377900545;0.6067695518211239;0.6054357590378154;0.14007625579833985;76
(1, 2);3;l2;False;l1;1.0;1.0;None;0.6159190308438539;0.62054942985036;0.6155041435603194;0.6149974121000163;0.6302631662411288;0.6194466365191357;0.33051176071166993;34
(1, 3);5;l2;False;l1;1.0;1.0;balanced;0.6215666445274837;0.6295731300416334;0.6196606942664669;0.6186328522479688;0.6357358716027948;0.6250338385372695;0.48018131256103513;19
(1, 3);10;l2;True;l2;1.0;0.1;balanced;0.5978553197970826;0.5916153212697143;0.5979499749941336;0.5898549089237494;0.602860370544486;0.5960271791058332;0.20554008483886718;104
(1, 3);5;l1;True;l1;0.01;0.1;balanced;0.1978934181397623;0.19067668012937372;0.20823634863032017;0.20139372729349778;0.20079249805541077;0.19979853444967294;0.12330899238586426;185
(1, 2);3;l1;True;l1;0.1;100.0;balanced;0.5835471038431218;0.5755521350260274;0.5743962020052057;0.5926791366067127;0.5869143511141994;0.5826177857190533;0.10847935676574708;123
(1, 3);1;l1;False;l2;1.0;100.0;balanced;0.6071834180833693;0.6119162085797263;0.5950042033254979;0.6139864238411845;0.6155382752286032;0.6087257058116762;0.5541393756866455;62
(1, 2);10;l2;False;l2;1.0;0.1;balanced;0.5966255735045535;0.5891786766801635;0.5961801623949494;0.5907217903845406;0.600256414014271;0.5945925233956956;0.17565364837646485;110
