pos__without__mean_test_score;pos__without__mean_fit_time;stopwords__without__mean_test_score;stopwords__without__mean_fit_time;feat_attrs__text__mean_test_score;feat_attrs__text__mean_fit_time;feat_attrs__lemma__mean_test_score;feat_attrs__lemma__mean_fit_time;feat_attrs__text.upos__mean_test_score;feat_attrs__text.upos__mean_fit_time;feat_attrs__lemma.upos__mean_test_score;feat_attrs__lemma.upos__mean_fit_time
0.6360764659703475;60.434650611877444;0.6387798832480922;78.37257208824158;0.6545364795563827;0.545763349533081;0.6390273224781476;57.86768469810486;0.648291069030224;56.935167741775516;0.6384476729875104;0.35697050094604493
0.6376700499164454;0.42787561416625974;0.6388451039416931;0.6518131732940674;0.65146152956501;0.6332327842712402;0.6341913492410047;0.40606913566589353;0.6472004334528343;0.3735023498535156;0.6392785665448107;0.39518141746520996
0.6381036472764067;0.22934484481811523;0.6370145382508021;0.33463444709777834;0.6498701504563853;0.3364820957183838;0.6402004630579771;0.2124551773071289;0.6401933740915402;0.21209216117858887;0.6372398735458411;0.21245031356811522
0.6369970783135942;0.20653877258300782;0.6370602872042647;0.32494635581970216;0.6489532460942224;0.32111010551452634;0.6394739832886103;0.20120949745178224;0.6391249032259902;0.20020618438720703;0.6372642998854786;0.20265212059020996
0.6359809380319623;0.352052116394043;0.6357347935265474;0.5225485324859619;0.6453348250706982;0.5975425720214844;0.6351762860963237;0.3186002731323242;0.6368908422190112;0.3504359245300293;0.6360006439199031;0.32301082611083987
0.6370774678267572;0.1795496940612793;0.6352379343031987;0.2753571033477783;0.6508768451887355;0.27138400077819824;0.6402258903604761;0.16750493049621581;0.635073891862365;0.17184576988220215;0.63580567492707;0.16891822814941407
0.635386008591672;40.28669714927673;0.6353872932416851;0.754641342163086;0.6511540137573288;21.42266583442688;0.6369898498861786;0.46698637008666993;0.6443350638265063;12.966672134399413;0.6360367683890361;15.468637037277222
0.6344069616080004;22.87304072380066;0.6361445369746694;0.9407690525054931;0.6521964346906352;0.9382469654083252;0.6366316295850625;0.5563936233520508;0.6440238739974593;0.5264408588409424;0.6371448618804317;0.5226453304290771
0.6361235509123475;0.2624229907989502;0.6339477304622319;0.22895188331604005;0.6499418147761473;0.22636404037475585;0.6369315370667408;0.14543514251708983;0.6409342442434469;0.16010551452636718;0.6342667640640148;0.15438370704650878
0.633698931884316;0.21144413948059082;0.632258363536758;0.1917191505432129;0.645836982616243;0.20251293182373048;0.63766740747226;0.11947221755981445;0.6338538816492413;0.12189016342163086;0.6326279462014854;0.12191314697265625
0.6311901725977294;0.8867420673370361;0.6319691602376478;0.8050414562225342;0.6433945997912855;0.8273441314697265;0.6339286615071076;0.44078898429870605;0.6324015209941098;0.4672883987426758;0.6319484259109095;0.45883612632751464
0.6274999789699469;0.11064519882202148;0.6286890484505109;0.10636692047119141;0.6395446847422616;0.10902099609375;0.6328833686255446;0.061554574966430665;0.6255309285834267;0.06288576126098633;0.6288115027025094;0.06384963989257812
0.627922014544441;0.10905523300170898;0.6285531329785317;0.10608649253845215;0.6388106799601673;0.10910553932189941;0.6328045257846775;0.06543021202087403;0.6263594457267658;0.0649634838104248;0.6285716718048733;0.06417617797851563
0.6272655923705884;0.27974553108215333;0.627028869960317;0.23555727005004884;0.6400113533947456;0.2518787384033203;0.6334197875709634;0.15370988845825195;0.625391777171931;0.15222578048706054;0.6272245516534841;0.15218987464904785
0.627648413816262;0.8246398448944092;0.6267760539517091;0.7729247093200684;0.6397819324184943;0.730781078338623;0.6250266004107715;0.4936666965484619;0.6314366232946128;0.4373188018798828;0.6266628925930763;0.4476531982421875
0.6247698503687648;0.21567878723144532;0.625940793386418;0.20676970481872559;0.6366968040496974;0.19968948364257813;0.6310029754799004;0.12138004302978515;0.6232304396837394;0.11371197700500488;0.6259900817695774;0.11593351364135743
0.6261087989036404;0.2667360305786133;0.6259591575942198;0.26869869232177734;0.6411352505582707;0.24560952186584473;0.624928736292822;0.18520240783691405;0.6352339724922269;0.14755821228027344;0.6260081502924664;0.15489535331726073
0.6248409896963496;0.2752816200256348;0.6247354505830583;0.2513454437255859;0.6364303238247875;0.2666764736175537;0.6314455404121203;0.16342697143554688;0.6221659836074797;0.16068787574768068;0.6247133267350483;0.1558075428009033
0.6232149066324564;0.830348539352417;0.6242734594938503;0.8106673240661622;0.6405539072497177;0.8285675525665284;0.6255472084907913;0.5692136287689209;0.6256162626679852;0.4322854995727539;0.6251761599178514;0.4903747081756592
0.6219535508898838;0.4058218479156494;0.6231468294253044;0.38352227210998535;0.6340729431693235;0.33115301132202146;0.6202008090209856;0.26035728454589846;0.6233020226722842;0.23701157569885253;0.6230734496639881;0.2502593994140625
